market,trade_date_utc,trade_time_utc,timestamp,trade_price,trade_volume,prev_closing_price,change_price,ask_bid,sequential_id
KRW-TT,2024-03-19,15:09:46,1710860986742,7.855,30196.8836816,8.01,-0.155,ASK,17108609867420000
KRW-TT,2024-03-19,15:09:40,1710860980034,7.855,317407.83856529,8.01,-0.155,ASK,17108609800340001
KRW-TT,2024-03-19,15:09:40,1710860980034,7.855,64326.03437301,8.01,-0.155,ASK,17108609800340000
KRW-TT,2024-03-19,15:09:22,1710860962215,7.854,1232.13405618,8.01,-0.156,ASK,17108609622150000
KRW-TT,2024-03-19,15:09:14,1710860954546,7.854,26088.12420574,8.01,-0.156,ASK,17108609545460000
KRW-TT,2024-03-19,15:08:51,1710860931226,7.881,31721.86270777,8.01,-0.129,BID,17108609312260000
KRW-TT,2024-03-19,15:08:33,1710860913658,7.852,37346.58922963,8.01,-0.158,ASK,17108609136580000
KRW-TT,2024-03-19,15:08:29,1710860909593,7.852,1203.47439651,8.01,-0.158,ASK,17108609095930003
KRW-TT,2024-03-19,15:08:29,1710860909593,7.854,1243.71224115,8.01,-0.156,ASK,17108609095930002
KRW-TT,2024-03-19,15:08:29,1710860909593,7.854,27473.91264897,8.01,-0.156,ASK,17108609095930001
KRW-TT,2024-03-19,15:08:29,1710860909593,7.873,13439.03213514,8.01,-0.137,ASK,17108609095930000
KRW-TT,2024-03-19,15:08:26,1710860906596,7.879,12672.66506146,8.01,-0.131,ASK,17108609065960001
KRW-TT,2024-03-19,15:08:26,1710860906596,7.879,518751.2726826,8.01,-0.131,ASK,17108609065960000
KRW-TT,2024-03-19,15:08:25,1710860905399,7.879,536261.92865882,8.01,-0.131,ASK,17108609053990000
KRW-TT,2024-03-19,15:08:25,1710860905295,7.879,444331.31231733,8.01,-0.131,ASK,17108609052950000
KRW-TT,2024-03-19,15:08:25,1710860905232,7.879,203519.35190072,8.01,-0.131,ASK,17108609052320000
KRW-TT,2024-03-19,15:08:25,1710860905191,7.879,907147.76154278,8.01,-0.131,ASK,17108609051910005
KRW-TT,2024-03-19,15:08:25,1710860905191,7.88,12690.35532994,8.01,-0.13,ASK,17108609051910004
KRW-TT,2024-03-19,15:08:25,1710860905191,7.88,63411.54090044,8.01,-0.13,ASK,17108609051910003
KRW-TT,2024-03-19,15:08:25,1710860905191,7.88,25380.71065989,8.01,-0.13,ASK,17108609051910002
KRW-TT,2024-03-19,15:08:25,1710860905191,7.88,159077.18729467,8.01,-0.13,ASK,17108609051910001
KRW-TT,2024-03-19,15:08:25,1710860905191,7.88,2087.72422059,8.01,-0.13,ASK,17108609051910000
KRW-TT,2024-03-19,15:08:24,1710860904377,7.88,891.94699286,8.01,-0.13,ASK,17108609043770000
KRW-TT,2024-03-19,15:08:23,1710860903380,7.881,96313.2040544,8.01,-0.129,ASK,17108609033800000
KRW-TT,2024-03-19,15:08:20,1710860900925,7.881,13966.63889431,8.01,-0.129,BID,17108609009250000
KRW-TT,2024-03-19,15:08:20,1710860900345,7.88,27289.33896069,8.01,-0.13,ASK,17108609003450000
KRW-TT,2024-03-19,15:08:18,1710860898207,7.881,45682.95996929,8.01,-0.129,ASK,17108608982070000
KRW-TT,2024-03-19,15:08:17,1710860897352,7.881,36288.9168825,8.01,-0.129,ASK,17108608973520000
KRW-TT,2024-03-19,15:08:08,1710860888644,7.881,59814.49729952,8.01,-0.129,ASK,17108608886440000
KRW-TT,2024-03-19,15:07:56,1710860876922,7.881,42036.19242354,8.01,-0.129,ASK,17108608769220000
KRW-TT,2024-03-19,15:07:50,1710860870658,7.88,6167.50955963,8.01,-0.13,ASK,17108608706580000
KRW-TT,2024-03-19,15:07:46,1710860866485,7.88,56519.2543779,8.01,-0.13,ASK,17108608664850003
KRW-TT,2024-03-19,15:07:46,1710860866485,7.88,126903.55329949,8.01,-0.13,ASK,17108608664850002
KRW-TT,2024-03-19,15:07:46,1710860866485,7.881,200000.0,8.01,-0.129,ASK,17108608664850001
KRW-TT,2024-03-19,15:07:46,1710860866485,7.881,30209.86651706,8.01,-0.129,ASK,17108608664850000
KRW-TT,2024-03-19,15:07:41,1710860861966,7.885,253646.16360177,8.01,-0.125,BID,17108608619660000
KRW-TT,2024-03-19,15:07:37,1710860857606,7.885,3170.57704502,8.01,-0.125,BID,17108608576060000
KRW-TT,2024-03-19,15:07:33,1710860853737,7.885,2536.46163601,8.01,-0.125,ASK,17108608537370002
KRW-TT,2024-03-19,15:07:33,1710860853737,7.885,18387.64703762,8.01,-0.125,ASK,17108608537370001
KRW-TT,2024-03-19,15:07:33,1710860853737,7.89,43216.02534854,8.01,-0.12,ASK,17108608537370000
KRW-TT,2024-03-19,15:07:27,1710860847914,7.891,12674.2712294,8.01,-0.119,BID,17108608479140000
KRW-TT,2024-03-19,15:07:20,1710860840210,7.885,9807.45133376,8.01,-0.125,ASK,17108608402100001
KRW-TT,2024-03-19,15:07:20,1710860840210,7.886,47950.6586,8.01,-0.124,ASK,17108608402100000
KRW-TT,2024-03-19,15:07:17,1710860837610,7.885,113354.2516,8.01,-0.125,BID,17108608376100004
KRW-TT,2024-03-19,15:07:17,1710860837610,7.885,76788.364,8.01,-0.125,BID,17108608376100003
KRW-TT,2024-03-19,15:07:17,1710860837610,7.885,240848.29121201,8.01,-0.125,BID,17108608376100002
KRW-TT,2024-03-19,15:07:17,1710860837610,7.885,155481.52687349,8.01,-0.125,BID,17108608376100001
KRW-TT,2024-03-19,15:07:17,1710860837610,7.885,37097.01052915,8.01,-0.125,BID,17108608376100000
KRW-TT,2024-03-19,15:07:15,1710860835564,7.885,3170.57704502,8.01,-0.125,BID,17108608355640000
KRW-TT,2024-03-19,15:07:13,1710860833996,7.88,13872.23153615,8.01,-0.13,BID,17108608339960004
KRW-TT,2024-03-19,15:07:13,1710860833996,7.88,2000.0,8.01,-0.13,BID,17108608339960003
KRW-TT,2024-03-19,15:07:13,1710860833996,7.88,103178.1955,8.01,-0.13,BID,17108608339960002
KRW-TT,2024-03-19,15:07:13,1710860833996,7.88,68860.306,8.01,-0.13,BID,17108608339960001
KRW-TT,2024-03-19,15:07:13,1710860833996,7.88,58308.10752457,8.01,-0.13,BID,17108608339960000
KRW-TT,2024-03-19,15:07:13,1710860833975,7.879,414785.99795171,8.01,-0.131,ASK,17108608339750000
KRW-TT,2024-03-19,15:07:13,1710860833638,7.879,205566.37185889,8.01,-0.131,ASK,17108608336380000
KRW-TT,2024-03-19,15:07:10,1710860830459,7.88,100000.0,8.01,-0.13,BID,17108608304590000
KRW-TT,2024-03-19,15:07:08,1710860828670,7.879,111326.82497133,8.01,-0.131,ASK,17108608286700000
KRW-TT,2024-03-19,15:07:06,1710860826996,7.879,637917.8361827,8.01,-0.131,ASK,17108608269960000
KRW-TT,2024-03-19,15:07:02,1710860822066,7.879,118449.45052352,8.01,-0.131,ASK,17108608220660000
KRW-TT,2024-03-19,15:07:01,1710860821186,7.879,26050.3426309,8.01,-0.131,ASK,17108608211860000
KRW-TT,2024-03-19,15:07:00,1710860820567,7.879,9802.09503858,8.01,-0.131,ASK,17108608205670000
KRW-TT,2024-03-19,15:07:00,1710860820500,7.879,46639.60831933,8.01,-0.131,ASK,17108608205000000
KRW-TT,2024-03-19,15:06:56,1710860816953,7.879,101918.8676,8.01,-0.131,ASK,17108608169530000
KRW-TT,2024-03-19,15:06:56,1710860816940,7.879,67666.7411243,8.01,-0.131,ASK,17108608169400000
KRW-TT,2024-03-19,15:06:56,1710860816855,7.879,65115.88962979,8.01,-0.131,BID,17108608168550001
